Email_ID,Keyword_1,Keyword_2,Keyword_3,Keyword_4,Keyword_5,Keyword_1_member_0,Keyword_2_member_0,Keyword_3_member_0,Keyword_4_member_0,Keyword_5_member_0,Keyword_1_member_1,Keyword_2_member_1,Keyword_3_member_1,Keyword_4_member_1,Keyword_5_member_1,Keyword_1_member_2,Keyword_2_member_2,Keyword_3_member_2,Keyword_4_member_2,Keyword_5_member_2,Keyword_1_member_3,Keyword_2_member_3,Keyword_3_member_3,Keyword_4_member_3,Keyword_5_member_3,Keyword_1_member_4,Keyword_2_member_4,Keyword_3_member_4,Keyword_4_member_4,Keyword_5_member_4,Keyword_1_member_5,Keyword_2_member_5,Keyword_3_member_5,Keyword_4_member_5,Keyword_5_member_5,Keyword_1_member_6,Keyword_2_member_6,Keyword_3_member_6,Keyword_4_member_6,Keyword_5_member_6,Keyword_1_member_7,Keyword_2_member_7,Keyword_3_member_7,Keyword_4_member_7,Keyword_5_member_7
149,commit,annotation,generated,springbootautoconfigurationmojo,add,camel-11165,commit,generated,annotation,springbootautoconfigurationmojo,commit,add,Generated,annotation,Spring Boot,git commit,spring boot,auto-configuration,generated,source files,commit,@generated,springbootautoconfigurationmojo,insertions,,git,commit,CAMEL-11165,annotation,springbootautoconfigurationmojo,CAMEL-11165,commit,auto-configuration,-,-,commit,camel-11165,add,annotation,Springbootautoconfigurationmojo,camel,git commit,add ,generated,annotation
150,resolved,springbootautoconfigurationmojo,annotation,implemented,add,camel-11165,resolved,generated,annotation,springbootautoconfigurationmojo,Resolved,Improvement,Add,Anotation,tooling,resolved,implemented,generated,annotation,springbootautoconfigurationmojo,improvement,resolved,implemented,springbootautoconfigurationmojo,,jira,resolved,CAMEL-11165,annotation,springbootautoconfigurationmojo,CAMEL-11165,SpringBootAutoConfigurationMojo,resolved,-,-,resolved,camel-11165,add,annotation,Springbootautoconfigurationmojo,add,generated,resolved,implemented,annotation
151,commit,ribbon,service call,load balancer,confgire,service ,call,ribbon,properties,commit,commit,Service Call,configure,load balancer,properties,commit,service call,ribbon,load balancer,-,commit,Service Call,configure,ribbon,properties,git,commit,Service Call,ribbon,confgire,service,call,commit,configure,-,commit,service,call,confgire,ribbon,allow,confgire,ribbon,load balancer,git commit
152,component,closed,pull request,add,table,pull request,component,add,closed,table,GitHub,pull request,closed,component,table,pull request,add,component,github,closed,pull request,add ,components,closed,,pull,request,CAMEL-11144,component,#1632,CAMEL-11144,pull,request,-,-,pull,request,closed,camel-11144,-,add,components,table,closed,pull request
153,camel-milo,closed,test,pull request,commented,camel-milo,closed,pull request,port,test,Commented,GitHub,pull request,closed,camel-milo,commented,camel-milo,closed,pull request,test,camel-milo,closed,pull request,test,port,jira,commented,CAMEL-11144,camel-milo,dynamic port,CAMEL-11144,camel-milo,port,test,-,commented,bot,closed,pull,request,camel-milo,use,dynamic,port,test
154,jms,reply,request,help,soap,how,reply,help,queue,SOAP,help,Jboss,Fuse,SOAP,response,how to,request,reply,JMS,help,how to,request reply,help,JMS,,JMS,request,reply,Active MQ,Jboss Fuse,SOAP,request,reply,JMS,-,use,request,reply,jms,-,jms,soap,request,active mq,response
155,camel-sql,exception,worked,clause,thanks,thanks,works,SQL,exception ,clause,Thanks,Camel-SQL,clauses,exception,worked,camel-sql,exception,throws,in,clauses,camel-sql,thanks,worked,in clauses,,Camel-SQL,clauses,exception,worked,2.18.3,Camel-SQL,worked,2.18.3,-,-,camel-sql,clauses,throws ,exception,worked,thanks,it worked,camel-sql,throws,exception
156,fixed,camel.trunk.notest,jenkins,build,status,jenkins,build,system,Camel.trunk.notest,fixed,Fixed,camel.trunk.notest,build,jenkins,status,build,camel.trunk.notest,status,fixed,jenkins,fixed,jenkins,build,,,Jenkins,camel.trunk.notest,3144,fixed,-,fixed,camel.trunk.notest,success,-,-,camel.trunk.notest,build,fixed,status,success,jenkins,build,system,camel.trunk.notest,fixed
157,camel-hdfs2,commented,initialdelay,overwritten,fails,camel-hdfs2,comment,issue,overwrite ,fails,Commented,Camel-hdfs2,Bug,option,overwritten,commented,camel-hdfs2,issue,test,error,initialDelay,issue,fails,commented,,jira,commented,CAMEL-10948,camel-hdfs2,initialDelay,CAMEL-10948,Camel-hdfs2,initialDelay ,test,commented,commented,Camel-hdfs2,initialdelay,overwritten,-,initialDelay,option,overwritten,fails,hdfs
158,camel-hdfs2,commented,fails,initialdelay,overwrite,camel-hdfs2,comment,issue,overwrite ,fails,Commented,Camel-hdfs2,Bug,overwrite,parameter,commented,camel-hdfs2,initilization,test,fail,initialDelay,issue,commented,think,fails,jira,commented,CAMEL-10948,camel-hdfs2,initialDelay,CAMEL-10948,Camel-hdfs2,fails,overwrite,commented,commented,Camel-hdfs2,initialdelay,overwritten,fails,initialDelay,option,overwritten,uri,fails
159,fix,camel-hdfs2,initialdelay,commented,thanks,camel-hdfs2,comment,fix,overwrite ,thanks,Commented,Camel-hdfs2,Bug,fix,tomorrow,commented,camel-hdfs2,thanks,spotting,fix,initialDelay,issue,thanks,fix,commented,jira,commented,CAMEL-10948,camel-hdfs2,initialDelay,CAMEL-10948,fix,Camel-hdfs2,initialDelay ,-,commented,Camel-hdfs2,initialdelay,overwritten,fix,thanks,fix,tomorrow,initialDelay,option
160,hystrix,response,inject,dynamically,route,hystrix,inject,response,route,values,hystrix,able,inject,dynamically,properties,thank,response,creating,new,hystrix,how to,hystrix,response,thank you,,dynamically,inject,hystrix,properties,response,response,new ,hystrix,route,endpoint,inject,hystrix,dynamically,route,endpoint,thank you,response,inject,dynamically,hystrix
161,parsing,issue,unmarshal,csv,bug,parsing ,issue,CSV,quotes,commas,experiencing,bug,bindy,unmarshal,CSV,parsing,issue,csv,bug,unmarshal,parsing ,issue,confirm,camel,version,parsing,issue,unmarshal,bindy.csv,pojo,parsing,issue,csv,unmarshal,bug,parsing,issue,quotes,commas,bug,parsing,issue,bindy,unmarshal,csv
162,readme,commented,removed,camel-solr,camel-ignite,commented,readme,removed,camel-solr,camel-ignite,Commented,camel-solr,camel-ignite,removed,readme,commented,camel-solr/camel-ignite,removal,readme,still,removed,readme,build,generated,still,jira,commented,CAMEL-11150,camel-solr,Task,CAMEL-11150,camel-solr/camel-ignite,removal,commented,-,commented,camel-solr/camel-ignite,removed,readme,-,camel-solr,camel-ignite,removed,readme,json
163,commented,timestamp,annotation,springbootautoconfigurationmojo,include,generated,annotation,comment,timestamp,build,Commented,annotation,generated,improvement,tooling,commented,don't think,include,timestamp,change,timestamp,commented,include,@generated,springbootautoconfigurationmojo,jira,commented,CAMEL-11165,annotation,springbootautoconfigurationmojo,CAMEL-11165,include,timestamp,SpringBootAutoConfigurationMojo,commented,commented,add,annotation,springbootautoconfigurationmojo,-,springbootautoconfigurationmojo,add,annotation,timestamp,include
164,reopened,springbootautoconfigurationmojo,annotation,@generated,add,reopened,annotation,generated,code,springbootautoconfigurationmojo,Reopened,annotation,generated,improvement,tooling,reopened, @Generated ,annotation,code,springbootautoconfigurationmojo,@generated,springbootautoconfigurationmojo,reopened,,,jira,reopened,CAMEL-11165,annotation,springbootautoconfigurationmojo,CAMEL-11165,reopened,SpringBootAutoConfigurationMojo,,-,reopened,add,annotation,springbootautoconfigurationmojo,-,reopened,add,annotation,springbootautoconfigurationmojo,generated
165,annotation,springbootautoconfigurationmojo,commented,@generated,same,generated,annotation,comment,other,places,Commened,annotation,generated,improvement,tooling,commented,same,other, @Generated ,annotation,@generated,springbootautoconfigurationmojo,added,places,same,jira,commented,CAMEL-11165,annotation,springbootautoconfigurationmojo,CAMEL-11165,SpringBootAutoConfigurationMojo,commented,-,-,commented,add,annotation,springbootautoconfigurationmojo,-,add,annotation,springbootautoconfigurationmojo,same,places
166,release,exception,camel-sql,work,throw,work,release,branch,sql,exception,might,Camel-SQL,clauses,exception,work,camel-sql,might,work,latest,release,sql,in clauses,latest ,release,work,camel-sql,clauses,exception,release,2.17.x,Camel-SQL,release,throws,exception,-,camel-sql,clauses,throws ,exception,work,camel-sql,throws,exception,might work,release
167,commented,ticket,camel-solr,camel-ignite,issue,camel-ignite,removed,readme,ticket,camel-solr,Commented,camel-solr,camel-ignite,removed,readme,commented,camel-solr/camel-ignite,known,issue,ticket,camel-ignite,issue,known,ticket,commented,jira,commented,CAMEL-11150,camel-solr,task,CAMEL-11150,camel-solr/camel-ignite,ticket,generate,-,commented,camel-solr/camel-ignite,removed,readme,known,camel-solr,camel-ignite,removed,known,issue
168,spring-boot,camel-hbase,updated,test,fails,camel-hbase,spring-boot,fails,component,itest,Updated,spring-boot,Component,test,camel-hbase,updated,itest,spring-boot,tests,camel-hbase,spring-boot,fails,camel-hbase,updated,tests,jira,updated,CAMEL-11154,spring-boot,camel-hbase,CAMEL-11154,tests,spring-boot,camel-hbase,-,updated,itest,spring-boot,fails,tests,updated,itest,spring-boot,fails,camel-hbase
169,spring-boot,camel-hbase,resolved,fixed,itest,camel-hbase,spring-boot,fails,resolved,itest,Resolved,Fixed,spring-boot,camel-hbase,test,resolved,itest,spring-boot,fixed,camel-hbase,spring-boot,camel-hbase,fixed,resolution,itests,jira,resolved,CAMEL-11154,spring-boot,camel-hbase,CAMEL-11154,fixed,camel-hbase,spring-boot,-,resolved,itest,spring-boot,fails,fixed,resolved,itest,spring-boot,fails,camel-hbase
170,spring-boot,camel-hbase,reassigned,assigned,itest,camel-hbase,spring-boot,itest,assigned,reassigned,Assigned,spring-boot,camel-hbase,test,reassigned,assigned,itest,spring-boot,reassigned,camel-hbase,spring-boot,camel-hbase,reassigned,,,jira,assigned,CAMEL-11154,spring-boot,camel-hbase,CAMEL-11154,resassigned,spring-boot,camel-hbase,-,assigned,itest,spring-boot,fails,reassigned,itest,spring-boot,fails,camel-hbase,reassigned
171,camel-ignite,removed,updated,readme,build,camel-ignite,removed,readme,updated,build,Updated,camel-ignite,Summary,removed,readme,updated,camel-ignite,full build,removed,readme,camel-ignite,updated,removed,build,,jira,updated,CAMEL-11150,camel-ignite,task,CAMEL-11150,camel-ignite,removed,readme,build,updated,camel-ignite,removed,readme,-,camel-ignite,removed,readme,build,documentation
172,removed,commented,readme,mvn,camel-ignite,removed,readme,mvn,component,solr,Commented,camel-ignite,Task,removed,readme,commented,doesn't,removed,component,mvn,camel-ignite,commented,all,created,,jira,commented,CAMEL-11150,camel-solr,task,CAMEL-11150,component.properties ,camel-solr/camel-ignite,removed,dir,commented,camel-solr/camel-ignite,removed,readme,-,camel-solr,camel-ignite,removed,readme,mvn
173,annotation,created,problem,@generated,java 9,created,generated,annotation,java,build,Created,Task,annotation,java,problem,created, @Generated ,annotation,java 9,help,created,@generated,problem,camel,java 9,jira,created,CAMEL-11166,annotation ,java 9,CAMEL-11166,created,annotation,java,problem,created,annotation,java,problem,fails,generated,annotation,java,problem,fails
174,issue,roadmap,test,@generated,resolved,roadmap,issues,build,resolved,tests,roadmap,last minute,issues,look,resolved,roadmap,issues, @Generated ,java,test,camel,issues,@generated,look into,,Camel 2.19,roadmap,annotations,spring boot,karaf,2.19,roadmap,issues,-,-,roadmap,issues,test,failed,error,roadmap,issues,annotations,java 9,passing
175,annotation,problem,assigned,reassigned,java 9,assigned,generated,annotation,java,problem,Assigned,Task,annotation,java,problem,assigned, @Generated ,annotation,java 9,reassigned,reassigned,@generated,problem,camel,java 9,jira,assigned,CAMEL-11166,annotation ,java 9,CAMEL-11166,reassigned,java,problem,-,assigned,annotation,java,problem,-,generated,annotation,java 9,reassigned,problem
176,issue,route,tried,file name,error,route,name,issues,error,tried,Thanks,tried,issue,route,filename,file name,camel route,tried,suggested,issue,error,file name,camel route,tried,issue,route,file,tried,issue,-,route,issue ,fileName,error,-,camel,route,file,name,issue,camel,route,file name,link,dynamic expressions
177,filefilter,route,dynamic,detail,file,route,name,file,dynamic,details,Need,details,doc,route,fileFilter,file name,use,filefilter,camel route,-,file name,camel route,fileFilter,details,use ,route,file,fileFilter,dynamic,-,fileFilter,doc,route,dynamic,-,route,file,name,filefilter,-,camel,route,filefilter,dynamic,chose
178,annotation,commented,problem,java 9,@generated,generated,annotation,java,commented,build,Commented,annotation,Java,problem,try,commented, @Generated ,annotation,latest build,try,commented,@generated,problem,camel,java 9,jia,commented,CAMEL-11166,annotation,java 9,CAMEL-11166,build,java,problem,-,commented,annotation,java,problem,-,generated,annotation,java 9,try,latest build
179,close,commit,repository,updated,git commit,commit,closes,-,-,-,commit,closes,repository,updated,1527,commit,closes,-,-,-,camel,commit,closes,,,git,commit,closes,#1527,-,commit,closes,repository,-,-,commit ,closes,#1527,-,-,camel,git commit,closes,1527,repository
180,closed,improve,pull request,performance,caseinsensiti,closed,pull request,improve,performance,-,GitHub,pull request,closed,improve,performance,pull request,improve,performance,github,closed,camel ,pull request,caseInsensitiveMap,closed,,pull,request,#1527,closed,improve,pull,closed,request,CAMEL-10988,-,camel-10988,closed,pull,request,#1527,pull request,improve,performance,caseinsensitive,closed
181,commented,pull request,caseinsensitivemap,closed,performance,closed,pull request,improve,performance,caseinsensitivemap,Commented,closed,pull request,GitHub,performance,commented,closed,pull request,github,bot,bot,commented,pull request,caseInsensitiveMap,closed,jira,commented,CAMEL-10988,CaseInsensitiveMap,improvement,CAMEL-10988,improvement,CaseInsensitiveMap,bot,commented,commented,improve,performance ,bot,-,improve,performance,caseinsensitivemap,closed,pull request
182,camel-hdfs2,commit,overwritten,initialdelay,option,camel-hdfs2,commit,option,overwritten,value,commit,camel-hdfs2,updated,initialDelay,overwritten,commit,camel-hdfs2,option,overwtitten,default,initialDelay,camel,commit,updated,,git,commit,CAMEL-10948,camel-hdfs2,initialDelay,CAMEL-10948,Camel-hdfs2,initialDelay ,overwritten,-,git,commit,camel-10948,option,overwritten,camel-hdfs2,initialdelay,option,overwritten,git commit
183,commit,camel-hdfs2,initialdelay,overwritten,option,camel-hdfs2,commit,option,overwritten,value,commit,camel-hdfs2,updated,initialDelay,overwritten,commit,camel-hdfs2,option,overwtitten,default,initialDelay,camel,commit,updated,,git,commit,CAMEL-10948,camel-hdfs2,initialDelay,commit,CAMEL-10948,Camel-hdfs2,initialDelay ,-,git,commit,camel-10948,option,overwritten,camel-hdfs2,initialdelay,option,overwritten,git commit
184,camel-hdfs2,fixed,initialdelay,commented,overwritten,camel-hdfs2,comment ,fixed,overwritten,value,Commented,Fixed,camel-hdfs2,initialDelay,overwritten,commented,fixed,camel-hdfs2,initialdelay,option,initialDelay,camel,commit,commented,fixed,jira,commented,CAMEL-10948,camel-hdfs2,initialDelay,fixed,Camel-hdfs2,initialDelay ,commented,-,commented,Camel-hdfs2,camel-10948,fixed,-,camel-hdfs2,initialdelay,option,overwritten,fixed
185,camel-hdfs2,commit,overwritten,initialdelay,option,camel-hdfs2,commit,option,overwritten,value,commit,camel-hdfs2,updated,initialDelay,overwritten,commit,camel-hdfs2,option,overwtitten,default,initialDelay,camel,commit,updated,,git,commit,CAMEL-10948,camel-hdfs2,initialDelay,CAMEL-10948,Camel-hdfs2,initialDelay ,overwritten,repository,commit,Camel-hdfs2,option,overwritten,-,camel-hdfs2,initialdelay,option,overwritten,git commit
186,jenkins,build,failure,camel.2.17.x.notest,status,jenkins,build,system ,failure,status,Jenkins,build,failure,Camel.2.17.x.notest,status,build,Camel.2.17.x.notest,status,failing,jenkins,Jenkins,failing,build,,,jenkins,camel.2.17.x.notest,failure,-,-,failure,camel.2.17.x.notest,jenkins,build,-,Camel.2.17.x.notest,jenkins,build ,status,failure,jenkins,build,system,failure,camel.2.17.x.notest
187,commit,annotation,springbootautoconfigurationmojo,remove,@generated,commit,generated,annotation,code,build,commit,updated,annotation,removes,date,commit,add, @Generated ,timestamps,SpringBootAutoConfigurationMojo,springbootautoconfigurationmojo,updated,removes,commit,,git,commit,CAMEL-11165,annotation,springbootautoconfigurationmojo,CAMEL-11165 ,commit,SpringBootAutoConfigurationMojo, @Generated ,-,commit,camel-11165,annotation,removes,diff,add,generated,annotation,timestamps,git commit
188,commit,add,annotation,@generated,code,commit,generated,annotation,code,-,commit,annotation,add,generated,-,commit,add, @Generated ,diff,-,springbootautoconfigurationmojo,commit,@generated,git,camel  ,git,commit,CAMEL-11165,annotation,springbootautoconfigurationmojo,CAMEL-11165 ,commit,add , @Generated ,-,commit,camel-11165,add,annotation,diff,add,generated,annotation,code,git commit
189,commit,add,annotation,@generated,code,commit,generated,annotation,code,-,commit,annotation,add,generated,-,commit,add, @Generated ,diff,-,springbootautoconfigurationmojo,commit,@generated,git,camel  ,git,commit,CAMEL-11165,annotation,-,CAMEL-11165 ,commit,add , @Generated ,-,commit,camel-11165,add,annotation,diff,add,generated,annotation,code,git commit
190,commit,add,annotation,@generated,code,commit,generated,annotation,code,-,commit,annotation,add,generated,-,commit,add, @Generated ,diff,-,springbootautoconfigurationmojo,commit,@generated,git,camel  ,git,commit,CAMEL-11165,annotation,-,CAMEL-11165 ,commit,add , @Generated ,-,commit,camel-11165,add,annotation,diff,add,generated,annotation,code,git commit
191,commit,add,annotation,@generated,code,commit,generated,annotation,code,-,commit,annotation,add,generated,-,commit,add, @Generated ,diff,-,springbootautoconfigurationmojo,commit,@generated,git,camel  ,git,commit,CAMEL-11165,annotation,-,CAMEL-11165 ,commit,add , @Generated ,-,commit,camel-11165,add,annotation,diff,add,generated,annotation,code,git commit
192,commit,add,annotation,@generated,code,commit,generated,annotation,code,-,commit,annotation,add,generated,-,commit,add, @Generated ,diff,-,springbootautoconfigurationmojo,commit,@generated,git,camel  ,git,commit,CAMEL-11165,annotation,-,CAMEL-11165 ,commit,add , @Generated ,-,commit,camel-11165,add,annotation,diff,add,generated,annotation,code,git commit
193,commit,add,annotation,@generated,code,commit,generated,annotation,code,-,commit,annotation,add,generated,-,commit,add, @Generated ,diff,-,springbootautoconfigurationmojo,commit,@generated,git,camel  ,git,commit,CAMEL-11165,annotation,-,CAMEL-11165 ,commit,add , @Generated ,-,commit,camel-11165,add,annotation,diff,add,generated,annotation,code,git commit
194,commit,add,annotation,@generated,code,commit,generated,annotation,code,-,commit,annotation,add,generated,-,commit,add, @Generated ,diff,-,springbootautoconfigurationmojo,commit,@generated,git,camel  ,git,commit,CAMEL-11165,annotation,-,CAMEL-11165 ,commit,add , @Generated ,-,commit,camel-11165,add,annotation,diff,add,generated,annotation,code,git commit
195,commit,add,annotation,@generated,code,commit,generated,annotation,code,-,commit,annotation,add,generated,-,commit,add, @Generated ,diff,-,springbootautoconfigurationmojo,commit,@generated,git,camel  ,git,commit,CAMEL-11165,annotation,-,CAMEL-11165 ,commit,add , @Generated ,-,commit,camel-11165,add,annotation,diff,add,generated,annotation,code,git commit
196,commit,add,annotation,@generated,code,commit,generated,annotation,code,-,commit,annotation,add,generated,-,commit,add, @Generated ,diff,-,springbootautoconfigurationmojo,commit,@generated,git,camel  ,git,commit,CAMEL-11165,annotation,-,CAMEL-11165 ,commit,add , @Generated ,-,commit,camel-11165,add,annotation,diff,add,generated,annotation,code,git commit
197,commit,add,annotation,@generated,code,commit,generated,annotation,code,-,commit,annotation,add,generated,-,commit,add, @Generated ,diff,-,springbootautoconfigurationmojo,commit,@generated,git,camel  ,git,commit,CAMEL-11165,annotation,-,CAMEL-11165 ,commit,add , @Generated ,-,commit,camel-11165,add,annotation,diff,add,generated,annotation,code,git commit
198,commit,annotation,add,springbootautoconfigurationmojo,@generated,commit,generated,annotation,code,springbootautoconfigurationmojo,commit,annotation,regenerates,configuration,source,commit,add, @Generated ,diff,spring boot,springbootautoconfigurationmojo,commit,@generated,git,camel  ,git,commit,CAMEL-11165,annotation,-,CAMEL-11165 ,commit,SpringBootAutoConfigurationMojo, @Generated ,regenerates,commit,camel-11165,add,annotation,diff,add,regenerates,annotation,spring boot,git commit
199,commit,documentation,component,regenerate,update,commit,component,documentation,list,regenerate,commit,regenerate,documentation,updates,component,commit,regenerate,updates,documentation,component,camel,commit,documentation,updates,springbootautoconfigurationmojo,git,commit,regenerate,component,documentation,CAMEL-11165 ,commit,updates,component,documentation,commit,camel-11165,add,annotation,diff,regenerate,component,documentation,list,git commit
200,resolved,fixed,annotation,springbootautoconfigurationmojo,generated,resolved,generated,annotation,updated,springbootautoconfigurationmojo,Resolved,annotation,add,generated,fixed,resolved,fixed,annotation,removed,spring boot,springbootautoconfigurationmojo,resolution,fixed,updated,,jira,resolved,CAMEL-11165,annotation,springbootautoconfigurationmojo,CAMEL-11165 ,fixed,resolved,SpringBootAutoConfigurationMojo,-,resolved,camel-11165,fixed,-,-,add,generated,annotation,springbootautoconfigurationmojo,resolved
201,reopened,annotation,@generated,property,optional,reopened,generated,annotation,REST,code,Reopened,annotation,date,property,optional,reopened,property,should,annotation,optional,reopened,date,@generated,DSL Swagger,,jira,reopened,CAMEL-11163,annotation,REST DSL Swagger,CAMEL-11163,REST,DSL,generated, @Generated,reopened,camel-11163,add,annotation,-,property,optional,annotation,generated,code
202,folder,check,exists,startup,help,check,folder,exists,route,started,looking,help,check,folder,exists,check,folder,exists,error,inbound,startup,check  ,folder,error,help,check,startup,folder,exists,auteCreate,folder,exists,route,started,-,check ,periodically,startup,folder,exists,how,check,folder,exists,startup
203,upgrade,wiremock,commit,version,pom.xml,commit,upgrade,version,wiremock,-,commit,upgrade,version,wiremock,pom.xml,commit,upgrade,wiremock,verieson 2.6.0,-,wiremock,commit,version,upgrade,,git,commit,upgrade,wiremock,2.6.0,commit,upgrade,Wiremock,version,-,commit,upgrade,wiremock,version,diff,git commit,upgrade,wiremock,version,camel
204,commit,annotation,optional,@generated,default,commit,generated,annotation,REST,code,commit,annotation,generated,optional,-,commit, @Generated ,annotation,optional,REST D,commit,DSL Swagger,add,,,git,commit,CAMEL-11163,annotation,-,CAMEL-11163,generation,default, @Generated ,-,commit,camel-11163,annotation,optional,-,annotation,optional,generation,off,default
205,resolved,fixed,annotation,@generated,rest,resolved,generated,annotation,REST,code,Resolved,add,annotation,Fixed,generated,resolved,fixed, @Generated ,annotation,default,commit,DSL Swagger,resolution,fixed,,jira,resolved,CAMEL-11163,annotation,REST DSL Swagger,CAMEL-11163,fixed,resolved,REST,DSL,resolved,camel-11163,fixed,-,-,resolved,add,annotation,generated,code
206,build,jenkins,failure,camel.2.18.x.notest,status,jenkins,build,system ,failure,status,Build,Failure,Camel.2.18.x.notest,status,Jenkins,jenkins,still,failing,build,Camel.2.17.x.notest,Jenkins,failing,build,,,Jenkins,Camel.2.18.x.notest,build,failure,-,failure,Camel.2.18.x.notest,jenkins,build,-,Camel.2.18.x.notest,jenkins,build ,status,failure,jenkins,build,system,failure,camel.2.18.x.notest
207,check,folder,write,code,exists,check,folder,exists,write,yourself,How to,write,code,yourself,folder,write,code,yourself,check,folder,startup,check  ,folder,write,own,check,startup,folder ,exists,auteCreate,folder,code,exists,check,-,check,after ,startup,folder ,exists,how,check,write,code,yourself
208,include,name,created,check,improvement,created,include,name,improvement,check,Created,Improvement,camel-spring-boot,include,name,created,improvement,include,name,spring boot,camel,name,spring boot,check,created,jira,created,CAMEL-11167,spring boot,check,CAMEL-11167,camel-spring-boot,include,health,check,created,improvement,include,name,check,include,camel,name,spring boot,health check
209,maven-antrun-plugin,opened,pull request,remove,dir,open ,pull request,remove ,dir,maven-antru-plugin,GitHub,pull request,maven-antrun-plugin,remove,data,pull request,opened,maven-ant-plugin,remove,dir,camel,pull request,opened,maven-antrun-plugin,,pull,request,#1638,maven-antrun-plugin,opened,opened,pull,maven-antrun-plugin,request,remove,opened,pull,request,maven-antrun-plugin,-,pull request,maven-antrun-plugin,remove,data,dir
210,documentation,regenerate,commit,component,list,commit,regenerate,documentation,list,updates,commit,regenerate,component,documentation,list,commit,regenerate,updates,documentation,component,camel,commit,documentation,list,,git,commit,regenerate,component,documentation,CAMEL-11165 ,commit,regenerate,component,documentation,commit,regenerate ,documentation,component,list,git commit,regenerate,component,documentation,list
211,commit,annotation,remove,@generated,springbootautoconfigurationmojo,commit,generated,annotation,remove ,date,commit,generated,annotation,SpringBootAutoConfigurationMojo,add,commit,add, @Generated ,annotation,component,springbootautoconfigurationmojo,commit,@generated,git,camel  ,git,commit,CAMEL-11165,annotation,springbootautoconfigurationmojo,CAMEL-11165 ,commit,removes,annotation,-,commit,camel-11165,removes,annotation,-,git commit,removes,date,annotation,components
212,check,commit,name,include,spring boot,include,name,commit,check,boot,commit,Include,name,spring,boot,commit,name,spring boot,health,check,camel,name,spring boot,check,updated,git,commit,CAMEL-11167,spring boot,check,CAMEL-11167,commit,include,health,check,commit,camel-11167,include ,name,check,git commit,camel,name,include,spring boot
213,resolved,name,fixed,check,spring boot,include,name,resolved,fixed,check,Resolved,Fixed,Include,name,spring,resolved,name,spring boot,health,check,camel,name,spring boot,check,fixed,jira,resolved,CAMEL-11167,spring boot,check,CAMEL-11167,fixed,resolved,camel-spring-boot,-,resolved,camel-11167,fixed,-,-,resolved,include,camel,name,spring boot
214,commit,maven-antrun-plugin,dir,remove,data,commit,remove ,dir,mvn,clean,commit,maven-antrun-plugin,remove,data,dir,commit,maven-antrun-plugin,removed,dir,mvn,camel,commit,updated,maven-antrun-plugin,,git,commit,maven-antrun-plugin,maven-clean-plugin,-,commit,maven-antrun-plugin ,remove,mvn,-,commit,maven-antrun-plugin,remove ,data,dir,git commit,maven-antrun-plugin,remove,data,dir
215,closed,maven-antrun-plugin,pull request,remove,dir,closed,pull request,remove,dir,data,closed,pull request,use,maven-antrun-plugin,remove,github,pull request,closed,maven-antrun-plugin,-,camel,pull request,closed,maven-antrun-plugin,,pull,request,#1638,maven-antrun-plugin,closed,closed,maven-antrun-plugin ,pull,request,-,pull,request,closed,#1638,maven-antrun-plugin,pull request,maven-antrun-plugin,remove,data,dir
216,camel-ignite,commented,fixed,removed,readme,comment ,removed,readme,camel-ignite,dir,Commented,camel-ignite,removed,readme,fixed,commented,camel-solr,fixed,target,mvn,camel-ignite,commented,readme,removed,fixed,jira,commented,CAMEL-11150,camel-ignite,task,CAMEL-11150,camel-ignite,commented,-,-,commented,camel-ignite,fixed,camel-solr,POM,camel-ignite,removed,readme,fixed,build
217,salesforce,commit,annotation,add,@generated,commit,generated,annotation,code,salesforce,commit,add,generated,annotation,salesforce,commit,add, @Generated ,annotation,Salesforce Maven,Salesforce,commit,@Generated,,,git,commit,CAMEL-11164,annotation,-,CAMEL-11164,Salesforce,Maven, @Generated ,-,commit,add,annotation,DTOs,salesforce,git commit,add,annotation,salesforce,maven
218,resolved,salesforce,annotation,implemented,@generated,resolved ,generated,annotation,code,salesforce,resolved,Implemented,add,annotation,salesforce,resolved,add, @Generated ,annotation,implemented,Salesforce,resolved,,,,jira,resolved,CAMEL-11164,annotation,salesforce,CAMEL-11164,Implemented,resolved,Salesforce,-,resolved,camel-11164,implemented,fix,version,resolved,add,generated,annotation,salesforce
219,camel-twitter,camel-ignite,assigned,separated,endpoint,reassigned,camel-twitter,camel-ignite,separated,endpoints,Assigned,camel-twitter,camel-ignite,endpoints,seperated,assigned,camel-twitter,camel-ignite,uri,separated,reassigned,camel-twitter,camel-ignite,make,,jira,assigned,CAMEL-10798,camel-twitter,uri endpoints,CAMEL-10798,camel-twitter,camel-ignite,reassigned,-,assigned,camel-10798,camel-twitter,camel-ignite,uri,camel-twitter,camel-ignite,uri,endpoints,separated
220,camel-package-maven-plugin,opened,pull request,work,java 9,open,pull request,java,make,work,opened,pull request,camel-package-maven-plugin,work,Java 9,github,pull request,camel-package-maven-plugin,opened,-,camel,pull request,opened,camel-package-maven-plugin,,pull,request,#1639,CAMEL-11166,camel-package-maven-plugin,opened,CAMEL-11166,pull,camel-package-maven-plugin ,request,opened,pull,request,camel-package-maven-plugin,java,pull request,camel-package-maven-plugin,make,work,closes
